# Re	istep		u_x	u_y	u_z		rho
  500	500000  0.466689E-01   0.528005E-01   0.114235E-04   0.994468E+00
  500	502000  0.637984E-01  -0.479852E-01   0.241711E-05   0.992542E+00
  500	504000  0.109984E+00  -0.596373E-01  -0.858203E-05   0.991006E+00
  500	506000  0.113779E+00   0.157146E-01   0.255644E-03   0.982864E+00
  500	508000  0.545042E-01   0.590866E-01   0.179747E-04   0.994807E+00
  500	510000  0.561011E-01  -0.452068E-01  -0.335501E-05   0.992668E+00
  500	512000  0.103978E+00  -0.590015E-01  -0.536575E-05   0.991420E+00
  500	514000  0.128191E+00  -0.213458E-01   0.198464E-03   0.982941E+00
  500	516000  0.618612E-01   0.617108E-01   0.356989E-04   0.994640E+00
  500	518000  0.465946E-01  -0.429212E-01   0.451594E-04   0.992667E+00
  500	520000  0.981584E-01  -0.581818E-01  -0.315916E-05   0.991710E+00
  500	522000  0.131193E+00  -0.376446E-01   0.929826E-04   0.984341E+00
  500	524000  0.681115E-01   0.639372E-01   0.716429E-04   0.994047E+00
  500	526000  0.393028E-01  -0.328401E-01   0.459572E-04   0.992499E+00
  500	528000  0.924058E-01  -0.571316E-01  -0.142342E-05   0.991893E+00
  500	530000  0.135953E+00  -0.523029E-01   0.122797E-04   0.985950E+00
  500	532000  0.734102E-01   0.672560E-01   0.137978E-03   0.993067E+00
  500	534000  0.362626E-01  -0.145535E-01   0.135307E-04   0.992394E+00
  500	536000  0.865966E-01  -0.558067E-01   0.296659E-06   0.992042E+00
  500	538000  0.134212E+00  -0.594848E-01  -0.252462E-04   0.987610E+00
  500	540000  0.778160E-01   0.726470E-01   0.178036E-03   0.991626E+00
  500	542000  0.361350E-01   0.708570E-02   0.806911E-05   0.992597E+00
  500	544000  0.806363E-01  -0.541717E-01   0.268836E-05   0.992168E+00
  500	546000  0.127442E+00  -0.605693E-01  -0.245789E-04   0.988960E+00
  500	548000  0.817470E-01   0.789215E-01  -0.599489E-04   0.989534E+00
  500	550000  0.379626E-01   0.284194E-01   0.100650E-04   0.993225E+00
  500	552000  0.744359E-01  -0.521593E-01   0.637462E-05   0.992301E+00
  500	554000  0.120313E+00  -0.603538E-01  -0.172425E-04   0.989953E+00
  500	556000  0.897083E-01   0.694436E-01  -0.732938E-04   0.986675E+00
  500	558000  0.425754E-01   0.458167E-01   0.924713E-05   0.994055E+00
  500	560000  0.679023E-01  -0.496994E-01   0.111257E-04   0.992454E+00
  500	562000  0.113704E+00  -0.599403E-01  -0.112096E-04   0.990679E+00
  500	564000  0.103621E+00   0.394738E-01   0.192774E-03   0.983898E+00
  500	566000  0.498050E-01   0.560589E-01   0.107939E-04   0.994666E+00
  500	568000  0.608734E-01  -0.467573E-01   0.138226E-04   0.992599E+00
  500	570000  0.107521E+00  -0.593999E-01  -0.704324E-05   0.991191E+00
  500	572000  0.120684E+00  -0.106573E-02   0.219393E-03   0.982608E+00
  500	574000  0.576087E-01   0.603659E-01   0.210606E-04   0.994796E+00
  500	576000  0.523908E-01  -0.445444E-01   0.921293E-05   0.992691E+00
  500	578000  0.101608E+00  -0.586945E-01  -0.413649E-05   0.991553E+00
  500	580000  0.130033E+00  -0.295222E-01   0.150471E-03   0.983468E+00
  500	582000  0.645236E-01   0.625452E-01   0.441047E-04   0.994444E+00
  500	584000  0.431383E-01  -0.401175E-01   0.427001E-04   0.992609E+00
  500	586000  0.958327E-01  -0.577883E-01  -0.196070E-05   0.991791E+00
  500	588000  0.133115E+00  -0.436930E-01   0.571409E-04   0.984964E+00
  500	590000  0.703543E-01   0.650985E-01   0.890216E-04   0.993700E+00
  500	592000  0.376106E-01  -0.261702E-01   0.172651E-04   0.992434E+00
  500	594000  0.900722E-01  -0.566302E-01   0.413104E-07   0.991957E+00
  500	596000  0.136310E+00  -0.563874E-01  -0.114140E-04   0.986640E+00
  500	598000  0.753106E-01   0.691059E-01   0.160501E-03   0.992546E+00
  500	600000  0.359641E-01  -0.597917E-02   0.330515E-05   0.992426E+00
  500	602000  0.842145E-01  -0.551879E-01   0.280872E-05   0.992094E+00
  500	604000  0.131702E+00  -0.602744E-01  -0.278359E-04   0.988203E+00
  500	606000  0.793017E-01   0.755692E-01   0.111462E-03   0.990879E+00
  500	608000  0.366153E-01   0.159070E-01   0.563970E-05   0.992804E+00
  500	610000  0.781706E-01  -0.534092E-01   0.717111E-05   0.992218E+00
  500	612000  0.124512E+00  -0.605294E-01  -0.218909E-04   0.989398E+00
  500	614000  0.841998E-01   0.780594E-01  -0.132176E-03   0.988450E+00
  500	616000  0.394430E-01   0.361556E-01   0.762636E-05   0.993559E+00
  500	618000  0.718502E-01  -0.512284E-01   0.140060E-04   0.992361E+00
  500	620000  0.117585E+00  -0.602005E-01  -0.146149E-04   0.990276E+00
  500	622000  0.946823E-01   0.592276E-01   0.404331E-04   0.985472E+00
  500	624000  0.452762E-01   0.508582E-01   0.695718E-05   0.994349E+00
  500	626000  0.651561E-01  -0.485631E-01   0.234437E-04   0.992513E+00
  500	628000  0.111168E+00  -0.597396E-01  -0.928591E-05   0.990907E+00
  500	630000  0.110465E+00   0.236428E-01   0.220762E-03   0.983118E+00
  500	632000  0.530015E-01   0.582951E-01   0.114124E-04   0.994781E+00
  500	634000  0.577516E-01  -0.456448E-01   0.251368E-04   0.992649E+00
  500	636000  0.105112E+00  -0.591367E-01  -0.559158E-05   0.991353E+00
  500	638000  0.126387E+00  -0.158249E-01   0.188949E-03   0.982756E+00
  500	640000  0.605359E-01   0.613133E-01   0.255585E-04   0.994707E+00
  500	642000  0.484674E-01  -0.436960E-01   0.135625E-04   0.992682E+00
  500	644000  0.992701E-01  -0.583561E-01  -0.291138E-05   0.991662E+00
  500	646000  0.130679E+00  -0.350506E-01   0.104560E-03   0.984057E+00
  500	648000  0.669917E-01   0.634498E-01   0.545422E-04   0.994191E+00
  500	650000  0.403829E-01  -0.355903E-01   0.187008E-04   0.992537E+00
  500	652000  0.935170E-01  -0.573538E-01  -0.559623E-06   0.991862E+00
  500	654000  0.135254E+00  -0.497658E-01   0.231219E-04   0.985624E+00
  500	656000  0.724472E-01   0.664880E-01   0.109208E-03   0.993287E+00
  500	658000  0.365721E-01  -0.185058E-01  -0.106984E-05   0.992395E+00
  500	660000  0.877295E-01  -0.560860E-01   0.228321E-05   0.992015E+00
  500	662000  0.135168E+00  -0.587979E-01  -0.245974E-04   0.987307E+00
  500	664000  0.770317E-01   0.713752E-01   0.164581E-03   0.991948E+00
  500	666000  0.360128E-01   0.282269E-02  -0.150134E-05   0.992526E+00
  500	668000  0.818088E-01  -0.545160E-01   0.663471E-05   0.992143E+00
  500	670000  0.128850E+00  -0.605392E-01  -0.267774E-04   0.988729E+00
  500	672000  0.808338E-01   0.781878E-01  -0.148823E-05   0.990004E+00
  500	674000  0.374303E-01   0.244617E-01   0.392570E-05   0.993076E+00
  500	676000  0.756672E-01  -0.525848E-01   0.139247E-04   0.992274E+00
  500	678000  0.121654E+00  -0.604188E-01  -0.190106E-04   0.989786E+00
  500	680000  0.876811E-01   0.731203E-01  -0.102710E-03   0.987265E+00
  500	682000  0.414390E-01   0.429506E-01   0.479202E-05   0.993898E+00
  500	684000  0.692158E-01  -0.502222E-01   0.257431E-04   0.992422E+00
  500	686000  0.114946E+00  -0.600295E-01  -0.122978E-04   0.990556E+00
  500	688000  0.100565E+00   0.463934E-01   0.133818E-03   0.984369E+00
  500	690000  0.482914E-01   0.546417E-01   0.530936E-05   0.994583E+00
  500	692000  0.623284E-01  -0.473587E-01   0.412398E-04   0.992572E+00
  500	694000  0.108693E+00  -0.595156E-01  -0.755127E-05   0.991106E+00
  500	696000  0.117509E+00   0.683575E-02   0.193670E-03   0.982679E+00
  500	698000  0.561436E-01   0.598074E-01   0.129156E-04   0.994810E+00
  500	700000  0.542865E-01  -0.448485E-01   0.268885E-04   0.992682E+00
