# iter		u		v	w		rho		Re
 1000500  0.332101E-01   0.229566E-01  -0.148440E-04   0.992179E+00	100 
 1001000  0.311275E-01   0.603211E-02  -0.161870E-04   0.992366E+00	100
 1001500  0.320780E-01  -0.118868E-01  -0.146312E-04   0.992352E+00	100
 1002000  0.392874E-01  -0.255451E-01  -0.223413E-05   0.992129E+00	100
 1002500  0.519764E-01  -0.321927E-01   0.943535E-05   0.991597E+00	100
 1003000  0.638118E-01  -0.373904E-01   0.660436E-05   0.990781E+00	100
 1003500  0.730951E-01  -0.437137E-01   0.238795E-05   0.989842E+00	100
 1004000  0.815051E-01  -0.496317E-01   0.938029E-06   0.988879E+00	100
 1004500  0.898355E-01  -0.545395E-01   0.335615E-06   0.987890E+00	100
 1005000  0.982909E-01  -0.581875E-01  -0.453007E-06   0.986817E+00	100
 1005500  0.106613E+00  -0.598385E-01  -0.181427E-05   0.985597E+00	100
 1006000  0.113662E+00  -0.578867E-01  -0.312636E-05   0.984239E+00	100
 1006500  0.117297E+00  -0.503096E-01  -0.273254E-05   0.982942E+00	100
 1007000  0.115763E+00  -0.365777E-01   0.135420E-05   0.982080E+00	100
 1007500  0.109416E+00  -0.187151E-01   0.765938E-05   0.981980E+00	100
 1008000  0.989519E-01   0.130980E-02   0.767766E-05   0.982796E+00	100
 1008500  0.833393E-01   0.227859E-01  -0.390473E-05   0.984576E+00	100
 1009000  0.638568E-01   0.419869E-01  -0.151989E-04   0.987030E+00	100
 1009500  0.473184E-01   0.514763E-01  -0.162657E-04   0.989285E+00	100
 1010000  0.392367E-01   0.488429E-01  -0.136154E-04   0.990735E+00	100
 1010500  0.363131E-01   0.393948E-01  -0.136319E-04   0.991590E+00	100
 1011000  0.338214E-01   0.264183E-01  -0.146462E-04   0.992102E+00	100
 1011500  0.314509E-01   0.101419E-01  -0.159152E-04   0.992342E+00	100
 1012000  0.314133E-01  -0.791801E-02  -0.157027E-04   0.992371E+00	100
 1012500  0.369824E-01  -0.230728E-01  -0.598102E-05   0.992204E+00	100
 1013000  0.489109E-01  -0.310532E-01   0.784875E-05   0.991749E+00	100
 1013500  0.613683E-01  -0.360591E-01   0.724206E-05   0.990985E+00	100
 1014000  0.710885E-01  -0.422484E-01   0.247397E-05   0.990061E+00	100
 1014500  0.795930E-01  -0.483532E-01   0.753268E-06   0.989101E+00	100
 1015000  0.879106E-01  -0.535097E-01   0.248825E-06   0.988123E+00	100
