#Classe		Freq Norm 	da File Excel
0		2.04746E-05
0.074527519	0.083823018
0.149055037	0.041256322
0.223582556	0.037632317
0.298110074	0.047275854
0.372637593	0.056223255
0.447165112	0.062242788
0.52169263	0.065252554
0.596220149	0.056284679
0.670747668	0.04752155
0.745275186	0.040212117
0.819802705	0.040109744
0.894330223	0.037837063
0.968857742	0.033496448
1.043385261	0.030220511
1.117912779	0.027169796
1.192440298	0.02411908
1.266967816	0.024569522
1.341495335	0.021068365
1.416022854	0.017853852
1.490550372	0.016174935
1.565077891	0.01384083
1.639605409	0.012714727
1.714132928	0.010790115
1.788660447	0.009950656
1.863187965	0.010319199
1.937715484	0.008271739
2.012243003	0.00796462
2.086770521	0.007882721
2.16129804	0.007248009
2.235825558	0.006019533
2.310353077	0.005896685
2.384880596	0.005098176
2.459408114	0.004463463
2.533935633	0.004750107
2.608463151	0.004013022
2.68299067	0.004115395
2.757518189	0.003050716
2.832045707	0.003378309
2.906573226	0.003419258
2.981100745	0.003214512
3.055628263	0.002764071
3.130155782	0.002354579
3.2046833	0.002375054
3.279210819	0.002170308
3.353738338	0.001801765
3.428265856	0.001760816
3.502793375	0.002149833
3.577320893	0.002334105
3.651848412	0.001576544
3.726375931	0.001842714
3.800903449	0.001412747
3.875430968	0.001330849
3.949958486	0.00151512
4.024486005	0.001269425
4.099013524	0.001453697
4.173541042	0.001085154
4.248068561	0.001064679
4.32259608	0.000818984
4.397123598	0.000962306
4.471651117	0.001269425
4.546178635	0.00075756
4.620706154	0.000778035
4.695233673	0.000511865
4.769761191	0.000634713
4.84428871	0.00075756
4.918816228	0.000696136
4.993343747	0.000614238
5.067871266	0.000675662
5.142398784	0.000655187
5.216926303	0.000470916
5.291453822	0.000737086
5.36598134	0.000614238
5.440508859	0.000450441
5.515036377	0.000409492
5.589563896	0.000409492
5.664091415	0.000429967
5.738618933	0.000429967
5.813146452	0.00026617
5.88767397	0.000389017
5.962201489	0.000348068
6.036729008	0.000348068
6.111256526	0.000429967
6.185784045	0.000348068
6.260311564	0.000307119
6.334839082	0.000204746
6.409366601	0.00026617
6.483894119	0.000225221
6.558421638	0.000245695
6.632949157	0.000327594
6.707476675	0.000184271
6.782004194	0.000348068
6.856531712	0.000245695
6.931059231	0.000286644
7.00558675	0.000143322
7.080114268	0.000225221
7.154641787	0.000184271
7.229169305	0.000143322
7.303696824	0.000307119
7.378224343	0.000143322
7.452751861	0.000225221
7.52727938	0.000225221
7.601806899	0.000122848
7.676334417	0.000184271
7.750861936	0.000102373
7.825389454	0.000163797
7.899916973	0.000225221
7.974444492	8.18984E-05
8.04897201	0.000102373
8.123499529	0.000122848
8.198027047	0.000102373
8.272554566	0.000163797
8.347082085	0.000184271
8.421609603	0.000102373
8.496137122	8.18984E-05
8.570664641	0.000122848
8.645192159	0.000102373
8.719719678	0.000102373
8.794247196	0.000102373
8.868774715	0.000143322
8.943302234	2.04746E-05
9.017829752	0
9.092357271	4.09492E-05
9.166884789	6.14238E-05
9.241412308	6.14238E-05
9.315939827	4.09492E-05
9.390467345	6.14238E-05
9.464994864	0.000122848
9.539522382	6.14238E-05
9.614049901	6.14238E-05
9.68857742	0
9.763104938	2.04746E-05
9.837632457	6.14238E-05
9.912159976	6.14238E-05
9.986687494	0
10.06121501	2.04746E-05
10.13574253	2.04746E-05
10.21027005	0
10.28479757	2.04746E-05
10.35932509	4.09492E-05
10.43385261	2.04746E-05
10.50838012	4.09492E-05
10.58290764	0
10.65743516	2.04746E-05
10.73196268	0
10.8064902	4.09492E-05
10.88101772	0
10.95554524	2.04746E-05
11.03007275	2.04746E-05
11.10460027	2.04746E-05
11.17912779	0
11.25365531	0
11.32818283	0
11.40271035	2.04746E-05
11.47723787	2.04746E-05
11.55176539	0
11.6262929	0
11.70082042	2.04746E-05
11.77534794	2.04746E-05
11.84987546	2.04746E-05
11.92440298	2.04746E-05
11.9989305	2.04746E-05
12.07345802	2.04746E-05
12.14798553	0
12.22251305	0
12.29704057	0
12.37156809	4.09492E-05
12.44609561	0
12.52062313	0
12.59515065	0
12.66967816	0
12.74420568	2.04746E-05
12.8187332	0
12.89326072	0
12.96778824	0
13.04231576	0
13.11684328	2.04746E-05
13.19137079	0
13.26589831	0
13.34042583	0
13.41495335	0
13.48948087	0
13.56400839	0
13.63853591	0
13.71306342	0
13.78759094	0
13.86211846	0
13.93664598	0
14.0111735	0
14.08570102	0
14.16022854	0
14.23475606	0
14.30928357	0
14.38381109	0
14.45833861	0
14.53286613	0
14.60739365	0
14.68192117	0
14.75644869	0
14.8309762	0
14.90550372	0


