#NORM TIME	u_z_min		u_z_aver	u_z_max
0.961634615	-7.93E-03	4.31E-03	1.72E-02
0.961730769	-1.21E-02	4.97E-03	1.98E-02
0.961826923	-1.44E-02	3.91E-03	1.56E-02
0.961923077	-1.31E-02	3.01E-03	8.67E-03
0.962019231	-1.04E-02	3.45E-03	1.34E-02
0.962115385	-1.06E-02	4.55E-03	1.68E-02
0.962211538	-1.40E-02	6.62E-03	1.69E-02
0.962307692	-1.52E-02	5.74E-03	1.86E-02
0.962403846	-1.34E-02	2.65E-03	1.82E-02
0.9625	-7.87E-03	3.94E-03	1.33E-02
0.962596154	-1.62E-03	5.27E-03	1.52E-02
0.962692308	1.66E-03	6.94E-03	1.72E-02
0.962788462	1.07E-03	9.10E-03	2.46E-02
0.962884615	-2.10E-03	8.37E-03	1.90E-02
0.962980769	-3.85E-03	5.01E-03	1.26E-02
0.963076923	-3.25E-03	3.63E-03	8.81E-03
0.963173077	-3.71E-03	3.07E-03	9.57E-03
0.963269231	-7.78E-03	3.56E-03	1.77E-02
0.963365385	-1.23E-02	2.56E-03	1.73E-02
0.963461538	-1.14E-02	7.39E-04	1.11E-02
0.963557692	-2.86E-03	2.96E-03	7.91E-03
0.963653846	-1.43E-03	6.06E-03	1.73E-02
0.96375	-7.76E-04	7.37E-03	2.14E-02
0.963846154	-8.49E-04	7.87E-03	2.35E-02
0.963942308	-2.70E-03	6.24E-03	1.80E-02
0.964038462	-5.27E-03	5.95E-03	1.67E-02
0.964134615	-6.25E-03	5.79E-03	1.19E-02
0.964230769	-4.45E-03	6.02E-03	1.09E-02
0.964326923	-3.60E-03	5.34E-03	1.07E-02
0.964423077	-5.62E-03	4.98E-03	1.45E-02
0.964519231	-8.36E-03	4.04E-03	1.63E-02
0.964615385	-8.84E-03	4.04E-03	2.50E-02
0.964711538	-5.20E-03	4.89E-03	2.46E-02
0.964807692	-2.40E-03	4.81E-03	1.47E-02
0.964903846	-1.70E-03	4.43E-03	1.55E-02
0.965	-7.02E-04	3.22E-03	1.00E-02
0.965096154	-1.73E-03	2.65E-03	6.39E-03
0.965192308	-2.95E-03	2.90E-03	1.02E-02
0.965288462	-5.29E-03	5.44E-03	1.95E-02
0.965384615	-5.57E-03	6.07E-03	1.70E-02
0.965480769	-3.74E-03	6.84E-03	1.25E-02
0.965576923	-3.32E-03	6.27E-03	1.28E-02
0.965673077	-4.39E-03	6.10E-03	1.25E-02
0.965769231	-4.73E-03	5.71E-03	1.32E-02
0.965865385	-4.89E-03	6.15E-03	1.92E-02
0.965961538	-6.07E-03	6.28E-03	2.55E-02
0.966057692	-8.30E-03	4.74E-03	1.72E-02
0.966153846	-8.88E-03	5.75E-03	1.39E-02
0.96625	-5.44E-03	7.14E-03	1.63E-02
0.966346154	-3.37E-04	6.40E-03	1.84E-02
0.966442308	-1.20E-03	4.56E-03	1.53E-02
0.966538462	-1.11E-03	4.57E-03	1.35E-02
0.966634615	-6.81E-04	7.15E-03	1.62E-02
0.966730769	-1.31E-03	8.23E-03	2.17E-02
0.966826923	-3.65E-03	9.43E-03	2.70E-02
0.966923077	-5.01E-03	7.85E-03	2.31E-02
0.967019231	-5.00E-03	1.92E-03	8.64E-03
0.967115385	-5.80E-03	9.29E-04	5.64E-03
0.967211538	-8.35E-03	1.90E-03	9.47E-03
0.967307692	-9.90E-03	1.58E-03	8.51E-03
0.967403846	-6.56E-03	2.48E-03	1.17E-02
0.9675	-1.92E-03	4.10E-03	1.06E-02
0.967596154	-1.80E-03	4.51E-03	1.26E-02
0.967692308	-7.12E-03	3.56E-03	1.51E-02
0.967788462	-8.83E-03	2.93E-03	1.47E-02
0.967884615	-9.58E-03	5.17E-03	1.49E-02
0.967980769	-6.98E-03	6.46E-03	1.46E-02
0.968076923	-5.23E-03	5.82E-03	1.31E-02
0.968173077	-3.52E-03	5.87E-03	1.28E-02
0.968269231	-7.40E-04	7.84E-03	1.40E-02
0.968365385	-1.59E-03	8.16E-03	1.70E-02
0.968461538	-4.86E-03	5.31E-03	1.20E-02
0.968557692	-5.61E-03	3.10E-03	1.05E-02
0.968653846	-3.85E-03	1.90E-03	9.95E-03
0.96875	-4.06E-03	1.67E-03	1.14E-02
0.968846154	-2.08E-03	2.40E-03	1.03E-02
0.968942308	-2.45E-04	3.22E-03	8.20E-03
0.969038462	-1.06E-03	4.98E-03	1.26E-02
0.969134615	-3.96E-03	4.71E-03	1.22E-02
0.969230769	-6.28E-03	4.00E-03	1.18E-02
0.969326923	-4.23E-03	2.91E-03	1.21E-02
0.969423077	-3.01E-03	2.59E-03	1.26E-02
0.969519231	-1.61E-02	7.05E-05	1.43E-02
0.969615385	-1.79E-02	2.85E-04	1.37E-02
0.969711538	-6.54E-03	3.12E-03	1.15E-02
0.969807692	-1.40E-03	3.43E-03	9.10E-03
0.969903846	-3.15E-03	3.00E-03	8.16E-03
0.97	-1.41E-03	4.24E-03	9.81E-03
0.970096154	-1.00E-03	4.68E-03	1.08E-02
0.970192308	-1.52E-03	4.84E-03	1.52E-02
0.970288462	-4.44E-03	4.46E-03	1.48E-02
0.970384615	-8.64E-03	3.64E-03	8.71E-03
0.970480769	-8.45E-03	3.96E-03	1.36E-02
0.970576923	-3.20E-03	5.49E-03	1.32E-02
0.970673077	-7.80E-04	6.14E-03	1.33E-02
0.970769231	-1.22E-03	6.17E-03	1.20E-02
0.970865385	-1.09E-03	6.90E-03	1.38E-02
0.970961538	-1.34E-03	7.23E-03	1.42E-02
0.971057692	-3.54E-03	5.71E-03	1.21E-02
0.971153846	-5.32E-03	4.69E-03	1.12E-02
0.97125	-3.41E-03	5.17E-03	1.33E-02
0.971346154	-8.07E-04	4.96E-03	1.61E-02
0.971442308	-9.60E-03	7.73E-04	1.54E-02
0.971538462	-2.03E-02	-3.71E-03	1.12E-02
0.971634615	-1.94E-02	-4.05E-03	9.24E-03
0.971730769	-9.77E-03	4.56E-04	1.03E-02
0.971826923	-4.81E-03	5.96E-03	1.36E-02
0.971923077	-6.13E-03	6.36E-03	1.60E-02
0.972019231	-5.16E-03	4.73E-03	1.41E-02
0.972115385	-2.23E-03	4.04E-03	1.16E-02
0.972211538	-3.28E-03	1.17E-03	1.23E-02
0.972307692	-9.09E-03	1.13E-03	1.52E-02
0.972403846	-8.36E-03	3.17E-03	1.70E-02
0.9725	-3.12E-03	3.38E-03	1.58E-02
0.972596154	-1.03E-03	3.90E-03	1.50E-02
0.972692308	-3.53E-03	4.88E-03	1.56E-02
0.972788462	-2.61E-03	4.71E-03	1.48E-02
0.972884615	2.83E-04	8.70E-03	1.67E-02
0.972980769	-2.09E-03	1.00E-02	1.73E-02
0.973076923	-5.44E-03	5.73E-03	1.44E-02
0.973173077	-6.43E-03	1.59E-03	8.63E-03
0.973269231	-9.11E-03	-4.63E-04	5.31E-03
0.973365385	-8.47E-03	-8.34E-04	3.75E-03
0.973461538	-1.45E-02	-2.33E-03	3.22E-03
0.973557692	-1.89E-02	-1.35E-03	6.87E-03
0.973653846	-1.41E-02	9.80E-04	8.16E-03
0.97375	-8.14E-03	1.45E-03	9.27E-03
0.973846154	-3.68E-03	2.10E-03	1.06E-02
0.973942308	-3.25E-03	3.76E-03	1.22E-02
0.974038462	-1.61E-03	4.42E-03	1.20E-02
0.974134615	-1.76E-03	4.84E-03	1.08E-02
0.974230769	-4.90E-03	3.82E-03	9.37E-03
0.974326923	-6.72E-03	3.60E-03	8.26E-03
0.974423077	-4.46E-03	3.91E-03	9.23E-03
0.974519231	-2.83E-03	3.26E-03	8.83E-03
0.974615385	-4.98E-03	1.55E-03	7.52E-03
0.974711538	-7.64E-03	1.54E-03	8.92E-03
0.974807692	-6.93E-03	3.43E-03	1.08E-02
0.974903846	-2.82E-03	5.27E-03	1.14E-02
0.975	-1.07E-03	6.31E-03	1.15E-02
0.975096154	-1.80E-03	6.92E-03	1.49E-02
0.975192308	-3.11E-03	7.10E-03	1.76E-02
0.975288462	-4.00E-03	6.65E-03	1.95E-02
0.975384615	-1.34E-03	6.39E-03	1.65E-02
0.975480769	-2.19E-03	5.85E-03	1.22E-02
0.975576923	-3.08E-03	4.16E-03	1.00E-02
0.975673077	1.14E-03	4.54E-03	1.02E-02
0.975769231	-9.56E-04	3.28E-03	8.41E-03
0.975865385	-4.47E-03	2.17E-04	7.96E-03
0.975961538	-7.96E-03	1.14E-03	1.03E-02
0.976057692	-3.40E-03	6.02E-03	1.63E-02
0.976153846	-1.17E-03	8.21E-03	1.84E-02
0.97625	-2.92E-03	5.46E-03	1.27E-02
0.976346154	-4.45E-03	3.93E-03	1.16E-02
0.976442308	-5.46E-03	3.33E-03	1.36E-02
0.976538462	-7.15E-03	2.46E-03	1.44E-02
0.976634615	-7.91E-03	2.41E-03	1.51E-02
0.976730769	-5.72E-03	2.13E-03	1.57E-02
0.976826923	-2.89E-03	2.94E-03	1.40E-02
0.976923077	-2.15E-03	3.13E-03	1.20E-02
0.977019231	-3.74E-03	1.77E-03	1.04E-02
0.977115385	-2.01E-03	3.14E-03	1.08E-02
0.977211538	-2.83E-03	4.73E-03	1.26E-02
0.977307692	-4.74E-03	5.43E-03	1.34E-02
