#NORM TIME	u_x_min		u_x_aver	u_x_max
0.961634615	2.11E-02	3.14E-02	4.43E-02
0.961730769	1.69E-02	2.93E-02	4.12E-02
0.961826923	1.01E-02	3.31E-02	5.27E-02
0.961923077	1.11E-02	3.56E-02	6.08E-02
0.962019231	1.83E-02	3.51E-02	5.89E-02
0.962115385	1.98E-02	3.44E-02	5.53E-02
0.962211538	9.82E-03	3.15E-02	5.46E-02
0.962307692	7.27E-04	2.93E-02	5.83E-02
0.962403846	1.21E-03	2.57E-02	5.94E-02
0.9625	1.21E-02	2.75E-02	6.07E-02
0.962596154	1.68E-02	3.20E-02	6.20E-02
0.962692308	2.24E-02	3.40E-02	6.23E-02
0.962788462	2.37E-02	3.91E-02	6.21E-02
0.962884615	2.78E-02	4.16E-02	6.17E-02
0.962980769	2.43E-02	3.87E-02	6.09E-02
0.963076923	2.85E-02	4.06E-02	5.94E-02
0.963173077	2.96E-02	4.04E-02	5.82E-02
0.963269231	2.40E-02	3.51E-02	5.49E-02
0.963365385	7.14E-03	3.06E-02	4.83E-02
0.963461538	6.84E-03	3.25E-02	4.86E-02
0.963557692	1.52E-02	3.39E-02	5.46E-02
0.963653846	1.72E-02	3.36E-02	5.41E-02
0.96375	1.51E-02	3.35E-02	5.54E-02
0.963846154	1.54E-02	3.09E-02	5.04E-02
0.963942308	1.48E-02	2.88E-02	4.41E-02
0.964038462	1.63E-02	2.65E-02	4.10E-02
0.964134615	1.83E-02	2.80E-02	4.77E-02
0.964230769	1.83E-02	3.45E-02	5.38E-02
0.964326923	2.45E-02	3.94E-02	5.83E-02
0.964423077	2.65E-02	4.10E-02	5.68E-02
0.964519231	1.45E-02	3.71E-02	4.88E-02
0.964615385	5.41E-03	3.13E-02	4.07E-02
0.964711538	1.15E-02	2.99E-02	4.54E-02
0.964807692	2.18E-02	3.02E-02	5.26E-02
0.964903846	1.75E-02	2.85E-02	5.74E-02
0.965	1.93E-02	2.97E-02	6.22E-02
0.965096154	1.97E-02	3.31E-02	6.28E-02
0.965192308	1.63E-02	3.60E-02	6.16E-02
0.965288462	1.32E-02	3.49E-02	5.86E-02
0.965384615	1.75E-02	3.62E-02	5.80E-02
0.965480769	1.90E-02	3.95E-02	5.91E-02
0.965576923	2.14E-02	4.12E-02	6.04E-02
0.965673077	1.92E-02	4.17E-02	5.81E-02
0.965769231	1.59E-02	3.92E-02	5.43E-02
0.965865385	1.77E-02	3.61E-02	5.21E-02
0.965961538	1.97E-02	3.53E-02	5.69E-02
0.966057692	1.34E-02	3.18E-02	6.11E-02
0.966153846	2.13E-03	2.64E-02	5.65E-02
