 5000500  0.825772E-01  -0.109606E-01   0.258294E-03   0.994335E+00
 5001000  0.690963E-01  -0.398628E-01   0.306512E-03   0.991040E+00
 5001500  0.569878E-01  -0.159956E-01   0.301034E-02   0.983616E+00
 5002000  0.492709E-01   0.241177E-01   0.674961E-03   0.985217E+00
 5002500  0.510284E-01   0.293350E-01  -0.172248E-03   0.992560E+00
 5003000  0.489403E-01   0.791375E-02   0.656721E-03   0.995024E+00
 5003500  0.323116E-01   0.113231E-02   0.102802E-02   0.993210E+00
 5004000  0.282859E-01   0.122018E-01   0.111661E-02   0.992526E+00
 5004500  0.348693E-01   0.107909E-01   0.591444E-03   0.994348E+00
 5005000  0.330644E-01   0.361026E-02   0.410309E-03   0.995601E+00
 5005500  0.299353E-01  -0.419083E-03   0.287148E-03   0.996865E+00
 5006000  0.299543E-01  -0.917966E-02  -0.518608E-04   0.998328E+00
 5006500  0.317738E-01  -0.247424E-01   0.304828E-04   0.998331E+00
 5007000  0.378772E-01  -0.382113E-01   0.608883E-03   0.994767E+00
 5007500  0.456305E-01  -0.342950E-01   0.830649E-03   0.988861E+00
 5008000  0.509094E-01  -0.160305E-01  -0.747252E-04   0.984676E+00
 5008500  0.599063E-01   0.899091E-02  -0.200020E-02   0.985142E+00
 5009000  0.689024E-01   0.133243E-01  -0.944250E-03   0.989087E+00
 5009500  0.645132E-01  -0.535912E-02  -0.172271E-03   0.991366E+00
 5010000  0.546253E-01  -0.181031E-01   0.927523E-03   0.990044E+00
 5010500  0.460331E-01   0.813832E-03   0.140505E-02   0.988248E+00
 5011000  0.522086E-01   0.843523E-02  -0.580941E-04   0.992176E+00
 5011500  0.536787E-01  -0.703715E-02  -0.937845E-04   0.994495E+00
 5012000  0.433927E-01  -0.954930E-02   0.109343E-02   0.993514E+00
 5012500  0.390492E-01   0.673163E-02   0.100466E-02   0.994334E+00
 5013000  0.438356E-01   0.335684E-02  -0.126556E-03   0.997800E+00
 5013500  0.393352E-01  -0.106964E-01   0.883448E-04   0.998572E+00
 5014000  0.250781E-01  -0.102852E-01   0.169957E-02   0.995190E+00
 5014500  0.164899E-01   0.122178E-01   0.166245E-02   0.993056E+00
 5015000  0.259404E-01   0.192172E-01  -0.103486E-03   0.995345E+00
 5015500  0.359021E-01   0.599668E-02  -0.304242E-03   0.997456E+00
 5016000  0.401527E-01  -0.111930E-01  -0.271394E-03   0.998636E+00
 5016500  0.559206E-01  -0.233238E-01   0.635336E-03   0.998906E+00
 5017000  0.696588E-01  -0.435039E-01   0.255264E-03   0.996724E+00
 5017500  0.829099E-01  -0.450573E-01  -0.323407E-03   0.990802E+00
 5018000  0.935611E-01  -0.264416E-01  -0.179270E-02   0.988091E+00
 5018500  0.893709E-01  -0.170819E-01  -0.733801E-03   0.988282E+00
